Title,Artist,Year,Ranking,URL,Lyrics
Wichita Lineman,Glen Campbell,1968,206,https://www.genius.com/Glen-Campbell-Wichita-Lineman-lyrics, i am a lineman for the county and i drive the main road searchin  in the sun for another overload i hear you singing in the wire i can hear you through the whine and the wichita lineman is still on the line i know i need a small vacation but it don t look like rain and if it snows that stretch down south won t ever stand the strain and i need you more than want you and i want you for all time and the wichita lineman is still on the line and i need you more than want you and i want you for all time and the wichita lineman is still on the line
Killing in the Name,Rage Against the Machine,1992,207,https://www.genius.com/Rage-Against-the-Machine-Killing-in-the-Name-lyrics," killing in the name of some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses uh! killing in the name of killing in the name of now you do what they told ya now you do what they told ya now you do what they told ya now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya but now you do what they told ya! well now you do what they told ya those who died are justified for wearin  the badge, they re the chosen whites you justify those that died by wearin  the badge, they re the chosen whites those who died are justified for wearin  the badge, they re the chosen whites you justify those that died by wearing the badge, they re the chosen whites some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses uh! killing in the name of killing in the name of now you do what they told ya now you do what they told ya now you do what they told ya now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya those who died are justified for wearin  the badge, they re the chosen whites you justify those that died by wearin  the badge, they re the chosen whites those who died are justified for wearin  the badge, they re the chosen whites you justify those that died by wearing the badge, they re the chosen whites come on! ugh! yeah! come on! ugh! fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me fuck you, i won t do what you tell me motherfucker! ugh! "
Doll Parts,Hole,1994,208,https://www.genius.com/Hole-Doll-Parts-lyrics," i am doll eyes, doll mouth, doll legs i am doll arms, big veins, dog bait yeah, they really want you they really want you, they really do yeah, they really want you they really want you, and i do too i want to be the girl with the most cake i love him so much, it just turns to hate i fake it so real, i am beyond fake and someday you will ache like i ache and someday you will ache like i ache and someday you will ache like i ache and someday you will ache like i ache someday you will ache like i ache i am doll parts bad skin, doll heart it stands for ‘knife for the rest of my life yeah, they really want you they really want you, they really do yeah, they really want you they really want you, but i do too i want to be the girl with the most cake he only loves those things because he loves to see them break i fake it so real, i am beyond fake and someday you will ache like i ache and someday you will ache like i ache someday you will ache like i ache and someday you will ache like i ache and someday you will ache like i ache and someday you will ache like i ache and someday you will ache like i ache someday you will ache like i ache"
The Boys of Summer,Don Henley,1984,209,https://www.genius.com/Don-Henley-The-Boys-of-Summer-lyrics," nobody on the road nobody on the beach i feel it in the air the summer s out of reach empty lake, empty streets the sun goes down alone i m driving by your house though i know you re not home but i can see you your brown skin shining in the sun you got your hair combed back and your sunglasses on, baby i can tell you, my love for you will still be strong after the boys of summer have gone i never will forget those nights i wonder if it was a dream remember how you made me crazy? remember how i made you scream? now i don t understand what happened to our love but babe, i m gonna get you back i m gonna show you what i m made of i can see you your brown skin shining in the sun i see you walking real slow and smiling at everyone i can tell you, my love for you will still be strong after the boys of summer have gone out on the road today i saw a deadhead sticker on a cadillac a little voice inside my head said“don t look back, you can never look back”i thought i knew what love was, what did i know? those days are gone forever i should just let them go but...i can see you your brown skin shining in the sun you got the top pulled down and the radio on, baby i can tell you, my love for you will still be strong after the boys of summer have gone i can see you your brown skin shining in the sun you got your hair slicked back and those wayfarers on, baby i can tell you, my love for you will still be strong after the boys of summer have gone"
One Nation Under a Groove,Funkadelic,1978,210,https://www.genius.com/Funkadelic-One-Nation-Under-a-Groove-lyrics," so wide you can t get around it so low you can t get under it so low you can t get under it so high you can t get over it so high you can t get over it this is a chance this is a chance to dance your way out of your constrictions tell suckah here s a chance to dance our way out of our constrictions gonna be freakin up and down hang-up alley way with the groove our only guide we shall all be moved ready or not here we come gettin  down on the one which we believe in one nation under a groove gettin  down just for the funk can i get it on the good foot gettin  down just for the funk of it good god bout time i got down one time one nation and we re on the move nothin  can stop us now ah ah aye ay ay feet don t fail me now givin  you more of what you re funkin  for feet don t fail me now do you promise the funk the whole funk, nothin  but the funk ready or not here we come gettin  down on the one which we believe in here s my chance to dance my way out of my constrictions you can dance away feet don t fail me now, ha ha here s a chance to dance our way out of our constrictions gonna be groovin  up and down hang up alley way with the groove our only guide we shall all be moved feet don t fail me now, ha ha givin  you more of what we re funkin  for feet don t fail me now here s my chance to dance my way out of my constrictions feet don t fail me now feet don t fail me now do you promise to funk, the whole funk nothin  but the funk one nation under a groove gettin  down just for the funk of it we re one nation and we re on the move nothin  can stop us now nothin  can stop us now one nation one nation under a groove gettin  down just for the funk of it one nation and we re on the move one nation nothin  can stop us now do you promise the funk? do you promise the funk?  ha do you promise the funk?  ha do you promise the funk, the whole funk? one nation under a groove gettin  down just for the funk of it one nation and we re on the move nothin  can stop us now one nation under a groove gettin  down just for the funk of it one nation and we re on the move nothin  can stop us now nothin  can stop us now one nation under a groove gettin  down just for the funk of it one nation and we re on the move nothin  can stop us now do you promise the funk, the whole funk? nothin  but the funk you can t stop us now one nation under a groove gettin  down just for the funk of it one nation under a groove one nation and we re on the move gettin  down just for the funk of it nothin  can stop us now and we re on the move one nation under a groove nothin  can stop us now one nation under a groove gettin  down just for the funk of it one nation feet don t fail me now and we re on the move nothin  can stop us now feet don t fail me now one nation under a groove gettin  down just for the funk of it one nation and we re on the move nothin  can stop us now nothin  can stop us now you can t stop us now feet don t fail me now gotta get on the good foot one nation under a groove gettin  down just for the funk of it one nation and we re on the move nothin  can stop us now"
With or Without You,U2,1987,211,https://www.genius.com/U2-With-or-Without-You-lyrics," see the stone set in your eyes see the thorn twist in your side i ll wait for you sleight of hand and twist of fate on a bed of nails she makes me wait and i ll wait without you with or without you with or without you through the storm we reach the shore you give it all, but i want more and i m waiting for you with or without you with or without you, ah-hah i can t live with or without you and you give yourself away and you give yourself away and you give, and you give and you give yourself away my hands are tied my body bruised she got me with nothing to win and nothing left to lose and you give yourself away and you give yourself away and you give, and you give and you give yourself away with or without you with or without you, oh-oh i can t live with or without you oh-oh-oh-oh oh-oh-oh, oh oh-oh-oh-oh oh-oh with or without you with or without you, oh-oh i can t live with or without you with or without you hoo-ooh-hoo-ooh hoo-ooh-hoo-ooh"
More Than a Feeling,Boston,1976,212,https://www.genius.com/Boston-More-Than-a-Feeling-lyrics," i looked out this morning and the sun was gone turned on some music to start my day i lost myself in a familiar song i closed my eyes and i slipped away it s more than a feeling when i hear that old song they used to play and i begin dreaming  til i see marianne walk away i see my marianne walkin  away so many people have come and gone their faces fade as the years go by yet i still recall as i wander on as clear as the sun in the summer sky it s more than a feeling when i hear that old song they used to play and i begin dreaming  til i see marianne walk away i see my marianne walkin  away when i m tired and thinking cold i hide in my music, forget the day and dream of a girl i used to know i closed my eyes and she slipped away she slipped away it s more than a feeling when i hear that old song they used to play i begin dreaming  til i see marianne walk away"
"Paint It, Black",The Rolling Stones,1966,213,https://www.genius.com/The-Rolling-Stones-Paint-It-Black-lyrics," i see a red door and i want it painted black no colours anymore, i want them to turn black i see the girls walk by dressed in their summer clothes i have to turn my head until my darkness goes i see a line of cars and they re all painted black with flowers and my love, both never to come back i see people turn their heads and quickly look away like a newborn baby, it just happens every day i look inside myself and see my heart is black i see my red door, i must have it painted black maybe then i ll fade away and not have to face the facts it s not easy facing up when your whole world is black no more will my green sea go turn a deeper blue i could not foresee this thing happening to you if i look hard enough into the setting sun my love will laugh with me before the morning comes i see a red door and i want it painted black no colours anymore, i want them to turn black i see the girls walk by dressed in their summer clothes i have to turn my head until my darkness goes i wanna see it painted, painted black black as night, black as coal i wanna see the sun blotted out from the sky i wanna see it painted, painted, painted painted black, yeah"
Deacon Blues,Steely Dan,1977,214,https://www.genius.com/Steely-Dan-Deacon-Blues-lyrics," this is the day of the expanding man that shape is my shade there where i used to stand it seems like only yesterday i gazed through the glass at ramblers, wild gamblers that s all in the past you call me a fool you say it s a crazy scheme this one s for real i already bought the dream so useless to ask me why throw a kiss and say goodbye i ll make it this time i m ready to cross that fine line learn to work the saxophone i, i ll play just what i feel drink scotch whisky all night long and die behind the wheel they got a name for the winners in the world i, i want a name when i lose they call alabama the crimson tide call me deacon blues  my back to the wall a victim of laughing chance this is for me the essence of true romance sharing the things we know and love with those of my kind libations, sensations that stagger the mind i crawl like a viper through these suburban streets make love to these women languid and bittersweet i ll rise when the sun goes down cover every game in town a world of my own i ll make it my home sweet home learn to work the saxophone i, i ll play just what i feel drink scotch whisky all night long and die behind the wheel they got a name for the winners in the world i, i want a name when i lose they call alabama the crimson tide call me deacon blues  this is the night of the expanding man i take one last drag as i approach the stand i cried when i wrote this song sue me if i play too long this brother is free i ll be what i want to be i ll learn to work the saxophone i, i ll play just what i feel drink scotch whisky all night long and die behind the wheel they got a name for the winners in the world i, i want a name when i lose they call alabama the crimson tide call me deacon blues "
"Shook Ones, Pt. II",Mobb Deep,1995,215,https://www.genius.com/Mobb-Deep-Shook-Ones-Pt-II-lyrics," word up son, word yeah, to all the killers and a hundred dollar billers yo i got the phone thing, know i m sayin , keep your eyes open for real niggas who ain t got no feelings keep your eyes open no doubt, no doubt son, i got this, i got this just watch my back, i got the front, yo check it out now word up, say it to them niggas, check this out it s a murder i got you stuck off the realness, we be the infamous you heard of us, official queensbridge murderers the mobb comes equipped for warfare, beware of my crime family who got  nough shots to share for all of those who wanna profile and pose rock you in your face, stab your brain with your nose bone you all alone in these streets, cousin every man for they self in this land we be gunnin and keep them shook crews runnin , like they supposed to they come around, but they never come close to i can see it inside your face, you re in the wrong place cowards like you just get they whole body laced up with bullet holes and such speak the wrong words, man, and you will get touched you can put your whole army against my team and i guarantee you it ll be your very last time breathin your simple words just don t move me you re minor, we re major you re all up in the game and don t deserve to be a player don t make me have to call your name out your crew is featherweight, my gunshots ll make you levitate i m only nineteen, but my mind is old and when the things get for real, my warm heart turns cold another nigga deceased, another story gets told it ain t nothin  really, ayo dun, spark the philly so i can get my mind off these yellow-backed niggas why they still alive?  i don t know, go figure meanwhile back in queens the realness and foundation if i die, i couldn t choose a better location when the slugs penetrate, you feel a burnin  sensation gettin  closer to god in a tight situation now take these words home and think it through or the next rhyme i write might be about you son, they shook cause ain t no such things as halfway crooks scared to death, scared to look, they shook cause ain t no such things as halfway crooks scared to death, scared to look livin  the life that of diamonds and guns there s numerous ways you can choose to earn funds so some get shot, locked down, and turn nuns cowardly hearts and straight up shook ones, shook ones he ain t a crook, son, he s just a shook one for every rhyme i write it s twenty-five to life yo, it s a must, in gats we trust, safeguardin  my life ain t no time for hesitation, that only leads to incarceration you don t know me, there s no relation queensbridge and we don t play i don t got time for your petty-thinkin  mind son, i m bigger than those claimin  that you pack heat, but you re scared to hold and once the smoke clears, you ll be left with one in your dome thirteen years in the projects—my mentality is what, kid? you talk a good one, but you don t want it sometimes i wonder, do i deserve to live? or am i gonna burn in hell for all the things i did? no time to dwell on that,  cause my brain reacts front if you want, kid, lay on your back i don t fake jax, kid, you know i bring it to you live stay in a child s place, kid, you out of line criminal minds thirsty for recognition i m sippin , e&j got my mind flippin i m buggin , diggin  my ways out of holes by hustlin get that loot, kid, you know my function cause long as i m alive, i ma live illegal and once i get on, i ma put on all my peoples react quick, spit lyrics like m acs, i hit your dome up when i roll up, don t be caught sleepin ,  cause i m creepin  son, they shook cause ain t no such things as halfway crooks scared to death, scared to look, they shook cause ain t no such things as halfway crooks scared to death, scared to look, they shook cause ain t no such things as halfway crooks scared to death, scared to look, they shook cause ain t no such things as halfway crooks livin  the life that of diamonds and guns there s numerous ways you can choose to earn funds so some get shot, locked down, and turn nuns cowardly hearts and straight up shook ones, shook ones he ain t a crook, son, he s just a shook one to all the villains and a hundred dollar billers to real brothers who ain t got no feelings g-yeah, the whole bridge queens get the money41st side, keepin  it real, you know queens get the money"
Jailhouse Rock,Elvis Presley,1957,216,https://www.genius.com/Elvis-Presley-Jailhouse-Rock-lyrics," the warden threw a party in the county jail the prison band was there, they began to wail the band was jumping, and the joint began to swing you shoulda heard those locked-out jailbirds sing let s rock, everybody, let s rock everybody in the whole cell block was dancing to the jailhouse rock spider murphy played the tenor saxophone little joe was blowing on the slide trombone the drummer boy from illinois went crash, boom, bang the whole rhythm section was the purple gang let s rock, everybody, let s rock everybody in the whole cell block was dancing to the jailhouse rock number forty-seven said to number three you the cutest jailbird i ever did see i sure would be delighted with your company come on and do the jailhouse rock with me  let s rock, everybody, let s rock everybody in the whole cell block was dancing to the jailhouse rock rock, rock, rock sad sack was sitting on a block of stone way over in the corner weeping all alone the warden said,  hey, buddy, don t you be no square you can t find a partner, use a wooden chair let s rock, everybody, let s rock everybody in the whole cell block was dancing to the jailhouse rock shifty henry said to bugs,  for heaven s sake no one s looking, now s our chance to make a break bugsy turned to shifty, and he said,  nix nix i wanna stick around a while and get my kicks. let s rock, everybody, let s rock everybody in the whole cell block was dancing to the jailhouse rock dancing to the jailhouse rock dancing to the jailhouse rock dancing to the jailhouse rock dancing to the jailhouse rock dancing to the jailhouse rock"
Edge of Seventeen,Stevie Nicks,1981,217,https://www.genius.com/Stevie-Nicks-Edge-of-Seventeen-lyrics," just like the white-winged dove sings a song it sounds like she s singin ooh, ooh, ooh just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh and the days go by like a strand in the wind in the web that is my own, i begin again said to my friend, baby nothin  else mattered he was no more than a baby then well, he seemed broken-hearted somethin  within him but the moment that i first laid eyes on him all alone on the edge of seventeen just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh just like the white-winged dove sings a song it sounds like she s singin said, ooh, baby, ooh, said, ooh well, i went today maybe i will go again tomorrow yeah, yeah well, the music there well, it was hauntingly familiar when i see you doin what i try to do for me with the words of a poet and a voice from a choir and a melody and nothin  else mattered just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh just like the white-winged dove sings a song it sounds like she s singin said, ooh, baby, ooh, said, ooh the clouds never expect it when it rains but the sea changes color but the sea does not change so with the slow graceful flow of age i went forth with an age-old desire to please on the edge of seventeen, ooh, ah just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh well, then suddenly there was no one left standin  in the hall yeah, yeah in a flood of tears that no one really ever heard fall at all when i went searchin  for an answer up the stairs and down the hall and not to find an answer, just to hear the call of a nightbird singin , come away just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh well, i hear you in the morning and i hear you at nightfall sometimes to be near you is to be unable to hear you, my love i m a few years older than you, my love just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh just like the white-winged dove sings a song it sounds like she s singin ooh, baby, ooh, said, ooh"
In the Midnight Hour,Wilson Pickett,1965,218,https://www.genius.com/Wilson-Pickett-In-the-Midnight-Hour-lyrics," i m gonna wait  til the midnight hour that s when my love comes tumbling down i m gonna wait  til the midnight hour when there s no one else around i m gonna take you, girl, and hold you and do all the things i told you in the midnight hour yes i am, oh, yes i am one more thing i just want to say right here i m gonna wait  til the stars come out and see that twinkle in your eyes i m gonna wait  til the midnight hour that when my love begins to shine you re the only girl i know that really love me so in the midnight hour oh yeah, in the midnight hour yeah, all right, play it for me one time i m gonna wait  til midnight hour that s when my love comes tumbling down i m gonna wait, way in the midnight hour that s when my love begins to shine just you and i oh baby, huh, just you and i nobody around baby, just you and i all right you know what, i m gonna hold you in my arms just you and i, oh yeah in the midnight hour oh baby, in the midnight hour"
Free Fallin',Tom Petty,1989,219,https://www.genius.com/Tom-Petty-Free-Fallin-lyrics," she s a good girl, loves her mama loves jesus and america too she s a good girl, crazy  bout elvis loves horses and her boyfriend too it s a long day livin  in reseda there s a freeway runnin  through the yard and i m a bad boy  cause i don t even miss her i m a bad boy for breakin  her heart and i m free free fallin yeah, i m free free fallin all the vampires walkin  through the valley move west down ventura boulevard and all the bad boys are standing in the shadows and the good girls are home with broken hearts and i m free i m free fallin yeah, i m free free fallin  i wanna glide down over mulholland i wanna write her name in the sky i m gonna free fall out into nothin gonna leave this world for a while now i m free free fallin  yeah, i m free free fallin  yeah, i m free free fallin oh free fallin  i m free oh, free fallin  free fallin  "
Bizarre Love Triangle,New Order,1986,220,https://www.genius.com/New-Order-Bizarre-Love-Triangle-lyrics," every time i think of you i feel shot right through with a bolt of blue it s no problem of mine, but it s a problem i find living a life that i can t leave behind there s no sense in telling me the wisdom of the fool won t set you free but that s the way that it goes and it s what nobody knows well, every day my confusion grows every time i see you falling i get down on my knees and pray i m waiting for that final moment you say the words that i can t say i feel fine and i feel good i m feeling like i never should whenever i get this way, i just don t know what to say why can t we be ourselves like we were yesterday? i m not sure what this could mean i don t think you re what you seem i do admit to myself that if i hurt someone else then i ll never see just what we re meant to be every time i see you falling i get down on my knees and pray i m waiting for that final moment you say the words that i can t say every time i see you falling i get down on my knees and pray i m waiting for that final moment you say the words that i can t say"
"River Deep, Mountain High",Ike and Tina Turner,1966,221,https://www.genius.com/Ike-and-Tina-Turner-River-Deep-Mountain-High-lyrics," when i was a little girl, i had a rag doll only doll i ve ever owned now i love you just the way i loved that rag doll but only now my love has grown and it gets stronger in every way and it gets deeper, let me say and it gets higher day by day and do i love you, my oh my yeah, river deep, mountain high, yeah, yeah, yeah if i lost you, would i cry oh, how i love you, baby, baby, baby, baby when you were a young boy, did you have a puppy that always followed you around? well, i m gonna be as faithful as that puppy no, i ll never let you down it goes on and on like a river flows and it gets bigger, baby, and heaven knows and it gets sweeter, baby, as it grows and do i love you, my oh my yeah, river deep, mountain high, yeah, yeah, yeah if i lost you, would i cry oh, how i love you, baby, baby, baby, baby i love you, baby, like a flower loves the spring and i love you, baby, like a robin loves to sing and i love you, baby, like a schoolboy loves his pet and i love you, baby, river deep, mountain high baby, baby, baby, yow do i love you, my oh my yeah, river deep, mountain high, yeah, yeah, yeah if i lost you, would i cry? oh, how i love you, baby, baby, baby, baby"
Suite: Judy Blue Eyes,Crosby Stills and Nash,1969,222,https://www.genius.com/Crosby-Stills-and-Nash-Suite-Judy-Blue-Eyes-lyrics," it s getting to the point where i m no fun anymore i am sorry sometimes it hurts so badly, i must cry out loud i am lonely i am yours, you are mine you are what you are you make it hard remember what we ve said and done and felt about each other oh babe, have mercy don t let the past remind us of what we are not now i am not dreaming i am yours, you are mine you are what you are you make it hard tearing yourself away from me now--you are free and i am crying this does not mean i don t love you--i do, that s forever yes and for always i am yours, you are mine you are what you are you make it hard something inside is telling me that i ve got your secret are you still listening? fear is the lock and laughter the key to your heart and i love you i am yours, you are mine you are what you are you make it hard and you make it hard and you make it hard and you make it hard friday evening, sunday in the afternoon what have you got to lose? tuesday morning, please be gone, i m tired of you what have you got to lose?  can i tell it like it is?  listen to me, baby it s my heart that s suffering, it s a-dying and that s what i have to lose i ve got an answer i m going to fly away what have i got to lose? will you come see me thursdays and saturdays? what have you got to lose? chestnut brown canary ruby throated sparrow sing the song, don t be long thrill me to the marrow voices of the angels ring around the moonlight asking me, said she so free how can you catch the sparrow?   lacy, lilting, leery losing love, lamenting change my life, make it right be my lady do-do-do-do-do, do, do, do-do-do-do do-do-do-do-do, do, do, do-do do-do-do-do-do, do, do, do-do-do-do do-do-do-do-do, do, do, do-do¡que linda! do-do-do-do-do, do, do, do-do-do-do me recuerda a cuba do-do-do-do-do, do, do, do-do do-do-do-do-do, do, do, do-do-do-do la reina de la mar caribe do-do-do-do-do, do, do, do-do do-do-do-do-do, do, do, do-do-do-do quiero sólo visitarla allí do-do-do-do-do, do, do, do-do do-do-do-do-do, do, do, do-do-do-do¡y que triste que no puedo vaya! do-do-do-do-do, do, do, do-do do-do-do-do-do, do, do, do-do-do-do do-do-do-do-do, do, do, do-do o va!  o va! do-do-do-do-do, do, do, do-do-do-do do-do-do-do-do, do, do, do-do do-do-do-do-do, do, do, do-do-do-do do-do-do-do-do, do, do, do-do"
Stan,Eminem,2000,223,https://www.genius.com/Eminem-Stan-lyrics," my tea s gone cold, i m wondering why i got out of bed at all the morning rain clouds up my window and i can t see at all and even if i could, it d all be grey but your picture on my wall it reminds me that it s not so bad, it s not so bad my tea s gone cold, i m wondering why i got out of bed at all the morning rain clouds up my window and i can t see at all and even if i could, it d all be grey but your picture on my wall it reminds me that it s not so bad, it s not so bad dear slim, i wrote you, but you still ain t callin i left my cell, my pager and my home phone at the bottom i sent two letters back in autumn, you must not ve got  em there prob ly was a problem at the post office or somethin sometimes i scribble addresses too sloppy when i jot  em but anyways, fuck it, what s been up, man?  how s your daughter? my girlfriend s pregnant too, i m  bout to be a father if i have a daughter, guess what i ma call her?  i ma name her bonnie i read about your uncle ronnie too, i m sorry i had a friend kill himself over some bitch who didn t want him i know you prob ly hear this every day, but i m your biggest fan i even got the underground shit that you did with skam i got a room full of your posters and your pictures, man i like the shit you did with rawkus too, that shit was phat anyways, i hope you get this, man, hit me back just to chat, truly yours, your biggest fan, this is stan my tea s gone cold, i m wondering why i got out of bed at all the morning rain clouds up my window and i can t see at all and even if i could, it d all be grey but your picture on my wall it reminds me that it s not so bad, it s not so bad dear slim, you still ain t called or wrote, i hope you have a chance i ain t mad, i just think it s fucked up you don t answer fans if you didn t want to talk to me outside your concert, you didn t have to but you coulda signed an autograph for matthew that s my little brother, man, he s only six years old we waited in the blisterin  cold for you, for four hours, and you just said,  no that s pretty shitty, man, you re like his fuckin  idol he wants to be just like you, man, he likes you more than i do i ain t that mad, though i just don t like bein  lied to remember when we met in denver?  you said if i d write you, you would write back see, i m just like you in a way: i never knew my father neither he used to always cheat on my mom and beat her i can relate to what you re sayin  in your songs so when i have a shitty day, i drift away and put  em on cause i don t really got shit else, so that shit helps when i m depressed i even got a tattoo with your name across the chest sometimes i even cut myself to see how much it bleeds it s like adrenaline, the pain is such a sudden rush for me see, everything you say is real, and i respect you  cause you tell it my girlfriend s jealous  cause i talk about you 24/7 but she don t know you like i know you, slim, no one does she don t know what it was like for people like us growin  up you gotta call me, man, i ll be the biggest fan you ll ever lose sincerely yours, stan—p.s. we should be together too my tea s gone cold, i m wondering why i got out of bed at all the morning rain clouds up my window and i can t see at all and even if i could, it d all be grey but your picture on my wall it reminds me that it s not so bad, it s not so bad dear mr. i m-too-good-to-call-or-write-my-fans this ll be the last package i ever send your ass it s been six months, and still no word—i don t deserve it? i know you got my last two letters, i wrote the addresses on  em perfect so this is my cassette i m sendin  you, i hope you hear it i m in the car right now, i m doin  ninety on the freeway hey, slim, i drank a fifth of vodka, you dare me to drive? you know the song by phil collins,  in the air of the night about that guy who coulda saved that other guy from drownin but didn t, then phil saw it all, then at a show he found him? that s kinda how this is: you coulda rescued me from drownin now it s too late, i m on a thousand downers now—i m drowsy and all i wanted was a lousy letter or a call i hope you know i ripped all of your pictures off the wall i loved you, slim, we coulda been together—think about it! you ruined it now, i hope you can t sleep and you dream about it and when you dream, i hope you can t sleep and you scream about it i hope your conscience eats at you, and you can t breathe without me see, slim—shut up, bitch!  i m tryna talk hey, slim, that s my girlfriend screamin  in the trunk but i didn t slit her throat, i just tied her up—see?  i ain t like you cause if she suffocates she ll suffer more and then she ll die too well, gotta go, i m almost at the bridge now oh, shit, i forgot—how am i supposed to send this shit out? !  my tea s gone cold, i m wondering why i got out of bed at all the morning rain clouds up my window and i can t see at all and even if i could, it d all be grey but your picture on my wall it reminds me that it s not so bad, it s not so bad dear stan, i meant to write you sooner, but i just been busy you said your girlfriend s pregnant now, how far along is she? look, i m really flattered you would call your daughter that and here s an autograph for your brother; i wrote it on a starter cap i m sorry i didn t see you at the show, i must ve missed you don t think i did that shit intentionally just to diss you but what s this shit you said about you like to cut your wrists too? i say that shit just clownin , dawg, come on, how fucked up is you? you got some issues, stan, i think you need some counselin to help your ass from bouncin  off the walls when you get down some and what s this shit about us meant to be together? that type of shit ll make me not want us to meet each other i really think you and your girlfriend need each other or maybe you just need to treat her better i hope you get to read this letter, i just hope it reaches you in time before you hurt yourself, i think that you ll be doin  just fine if you relax a little, i m glad i inspire you, but stan why are you so mad?  try to understand that i do want you as a fan i just don t want you to do some crazy shit i seen this one shit on the news a couple weeks ago that made me sick some dude was drunk and drove his car over a bridge and had his girlfriend in the trunk, and she was pregnant with his kid and in the car they found a tape, but they didn t say who it was to come to think about it, his name was—it was you damn..."
Layla,Derek and the Dominos,1970,224,https://www.genius.com/Derek-and-the-Dominos-Layla-lyrics," what ll you do when you get lonely and nobody s waiting by your side? you ve been runnin  and hidin  much too long you know it s just your foolish pride layla you ve got me on my knees layla i m begging, darling, please layla darling, won t you ease my worried mind? i tried to give you consolation when your old man had let you down like a fool, i fell in love with you it turned my whole world upside down layla you ve got me on my knees layla i m begging, darling, please layla darling, won t you ease my worried mind?  so make the best of the situation before i finally go insane please, don t say we ll never find a way and tell me all my love s in vain layla you ve got me on my knees layla i m begging, darling, please layla darling, won t you ease my worried mind? layla, you ve got me on my knees layla i m begging, darling, please layla darling, won t you ease my worried mind? "
Both Sides Now,Joni Mitchell,1969,225,https://www.genius.com/Joni-Mitchell-Both-Sides-Now-lyrics," rows and floes of angel hair and ice cream castles in the air and feather canyons everywhere i ve looked at clouds that way but now they only block the sun they rain and snow on everyone so many things i would have done but clouds got in my way i ve looked at clouds from both sides now from up and down, and still somehow it s cloud illusions i recall i really don t know clouds at all moons and junes and ferris wheels the dizzy dancing way you feel as every fairy tale comes real i ve looked at love that way but now it s just another show you leave  em laughing when you go and if you care, don t let them know don t give yourself away i ve looked at love from both sides now from give and take, and still somehow it s love s illusions i recall i really don t know love at all tears and fears and feeling proud to say  i love you  right out loud dreams and schemes and circus crowds i ve looked at life that way but now old friends are acting strange they shake their heads, they say i ve changed well, something s lost, but something s gained in living every day i ve looked at life from both sides now from win and lose and still somehow it s life s illusions i recall i really don t know life at all i ve looked at life from both sides now from up and down and still somehow it s life s illusions i recall i really don t know life at all"
There Is a Light That Never Goes Out,The Smiths,1986,226,https://www.genius.com/The-Smiths-There-Is-a-Light-That-Never-Goes-Out-lyrics," take me out tonight where there s music and there s people and they re young and alive driving in your car i never, never want to go home because i haven t got one anymore take me out tonight because i want to see people and i want to see lights driving in your car, oh, please don t drop me home because it s not my home, it s their home and i m welcome no more and if a double-decker bus crashes into us to die by your side is such a heavenly way to die and if a ten tonne truck kills the both of us to die by your side, well, the pleasure, the privilege is mine take me out tonight take me anywhere i don t care, i don t care, i don t care and in the darkened underpass i thought  oh god, my chance has come at last but then a strange fear gripped me and i just couldn t ask take me out tonight oh, take me anywhere i don t care, i don t care, i don t care driving in your car, i never, never want to go home because i haven t got one la-dee-dum, oh, i haven t got one oh-oh, oh-oh-oh and if a double-decker bus crashes into us to die by your side is such a heavenly way to die and if a ten tonne truck kills the both of us to die by your side, well, the pleasure, the privilege is mine oh, there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out"
