Title,Artist,Year,Ranking,URL,Lyrics
Jolene,Dolly Parton,1974,219,https://www.genius.com/Dolly-Parton-Jolene-lyrics," jolene, jolene, jolene, jolene i m beggin  of you, please don t take my man jolene, jolene, jolene, jolene please don t take him just because you can your beauty is beyond compare with flaming locks of auburn hair with ivory skin and eyes of emerald green your smile is like a breath of spring your voice is soft like summer rain and i cannot compete with you, jolene he talks about you in his sleep and there s nothin  i can do to keep from cryin  when he calls your name, jolene and i can easily understand how you could easily take my man but you don t know what he means to me, jolene jolene, jolene, jolene, jolene i m begging of you, please don t take my man jolene, jolene, jolene, jolene please don t take him just because you can you could have your choice of men but i could never love again he s the only one for me, jolene i had to have this talk with you my happiness depends on you and whatever you decide to do, jolene jolene, jolene, jolene, jolene i m begging of you, please don t take my man jolene, jolene, jolene, jolene please don t take him even though you can jolene, jolene"
Boom Boom,John Lee Hooker,1962,220,https://www.genius.com/John-Lee-Hooker-Boom-Boom-lyrics," boom, boom, boom, boom i m gonna shoot you right down right off your feet take you home with me put you in my house boom, boom, boom, boom mmmm hmmm mm hm hm hm i love to see you walk up and down the floor when you talking to me that baby talk i like it like that you talk like that you knock me dead right off my feet a haw haw haw haw whoa! once you walk that walk and talk that talk and whisper in my ear tell me that you love me i love that talk that baby talk you knock me dead right off my feet a haw haw haw haw yeah, yeah!  "
Spoonful,Howlin Wolf,1960,221,https://www.genius.com/Howlin-Wolf-Spoonful-lyrics," it could be a spoonful of diamond it could be a spoonful of gold just a little spoon of your precious love satisfy my soul men lies about little some of them cries about little some of them dies about littles everything fight about a spoonful that spoon, that spoon, that it could be a spoonful of coffee could be a spoonful of tea but a little spoon of your precious love good enough for me men lies about that some of them dies about that some of them cries about that but everything fight about a spoonful that spoon, that spoon, that ... it could be a spoonful of water save you from the desert sand but one spoon of lead from 45 save you from another man men lies about that some of them cries about that some of them dies about that everybody fightin  about a spoonful that spoon, that spoon, that ..."
Walk Away Renee,The Left Banke,1966,222,https://www.genius.com/The-Left-Banke-Walk-Away-Renee-lyrics," and when i see the sign that points one way the lot we used to pass by every day just walk away, renée you won t see me follow you back home the empty sidewalks on my block are not the same you re not to blame from deep inside the tears that i m forced to cry from deep inside the pain that i chose to hide just walk away, renée you won t see me follow you back home now, as the rain beats down upon my weary eyes for me it cries just walk away, renée you won t see me follow you back home now, as the rain beats down upon my weary eyes for me it cries your name and mine inside a heart upon a wall still finds a way to haunt me though they re so small just walk away, renée you won t see me follow you back home the empty sidewalks on my block are not the same you re not to blame"
Walk on the Wild Side,Lou Reed,1972,223,https://www.genius.com/Lou-Reed-Walk-on-the-Wild-Side-lyrics," holly came from miami, f-l-a hitchhiked her way across the u.s.a. plucked her eyebrows on the way shaved her legs and then he was a she she says,  hey babe, take a walk on the wild side said,  hey honey, take a walk on the wild side candy came from out on the island in the backroom, she was everybody s darling but she never lost her head even when she was giving head she says,  hey babe, take a walk on the wild side said,  hey babe, take a walk on the wild side and the colored girls go doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo little joe never once gave it away everybody had to pay and pay a hustle here and a hustle there new york city is the place where they said hey babe, take a walk on the wild side i said,  hey joe, take a walk on the wild side sugar plum fairy came and hit the streets looking for soul food and a place to eat went to the apollo you should ve seen him go, go, go they said,  hey sugar, take a walk on the wild side i said,  hey babe, take a walk on the wild side alright, huh jackie is just speeding away thought she was james dean for a day then i guess she had to crash valium would ve helped that bash she said,  hey babe, take a walk on the wild side i said,  hey honey, take a walk on the wild side and the colored girls say doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo"
"Oh, Pretty Woman",Roy Orbison,1964,224,https://www.genius.com/Roy-Orbison-Oh-Pretty-Woman-lyrics," pretty woman, walking down the street pretty woman, the kind i d like to meet pretty woman, i don t believe you you re not the truth no one could look as good as you mercy! pretty woman, won t you pardon me? pretty woman, i couldn t help but see pretty woman, that you look lovely as can be are you lonely just like me? rwar-r-r-r-r-r-r-r-r-r pretty woman, stop a while pretty woman, talk a while pretty woman, give your smile to me pretty woman, yeah, yeah, yeah pretty woman, look my way pretty woman, say you ll stay with me cause i need you, i ll treat you right come with me, baby, be mine tonight pretty woman, don t walk on by pretty woman, don t make me cry pretty woman, don t walk away, hey okay if that s the way it must be, okay i guess i ll go on home, it s late there ll be tomorrow night, but wait what do i see? is she walking back to me? yeah, she s walking back to me oh, oh, pretty woman"
Dance to the Music,Sly and the Family Stone,1968,225,https://www.genius.com/Sly-and-the-Family-Stone-Dance-to-the-Music-lyrics," say, get up and dance to the music! get on up and dance to the music! dance to the music dance to the music dance to the music dance to the music  what? all we need is a drummer for people who only need a beat, yeah i m gonna add a little guitar and make it easy to move your feet i m gonna add some bottom so that the dancers just won t hide you might like to hear my organ i said ride, sally, ride, now cynthia  jerry if i could hear the horns blow cynthia on the throne, yeah listen to me, cynthia and jerry got a message they re sayin all the squares, go home yeah, ooh listen to the voices dance to the music dance to the music dance to the music said, dance to the music dance to the music dance to the music dance to the music"
Hoochie Coochie Man,Muddy Waters,1954,226,https://www.genius.com/Muddy-Waters-Hoochie-Coochie-Man-lyrics, the gypsy woman told my mother before i was born you got a boy child s comin he s gonna be a son of a gun he gonna make pretty women s jump and shout then the world wanna know what this all about but you know i m him everybody knows i m him well you know i m the hoochie coochie man everybody knows i m him i got a black cat bone i got a mojo too i got the johnny concheroo i m gonna mess with you i m gonna make you girls lead me by my hand then the world will know the hoochie coochie man but you know i m him everybody knows i m him oh you know i m the hoochie coochie man everybody knows i m him on the seventh hour on the seventh day on the seventh month the seven doctors say he was born for good luck and that you ll see i got seven hundred dollars don t you mess with me but you know i m him everybody knows i m him well you know i m the hoochie coochie man everybody knows i m him
Fire and Rain,James Taylor,1970,227,https://www.genius.com/James-Taylor-Fire-and-Rain-lyrics," just yesterday morning, they let me know you were gone suzanne, the plans they made put an end to you i walked out this morning and i wrote down this song i just can t remember who to send it to i ve seen fire and i ve seen rain i ve seen sunny days that i thought would never end i ve seen lonely times when i could not find a friend but i always thought that i d see you again won t you look down upon me, jesus you ve got to help me make a stand you ve just got to see me through another day my body s aching and my time is at hand and i won t make it any other way oh, i ve seen fire and i ve seen rain i ve seen sunny days that i thought would never end i ve seen lonely times when i could not find a friend but i always thought that i d see you again been walking my mind to an easy time, my back turned towards the sun lord knows when the cold wind blows it ll turn your head around well, there s hours of time on the telephone line to talk about things to come sweet dreams and flying machines in pieces on the ground oh, i ve seen fire and i ve seen rain i ve seen sunny days that i thought would never end i ve seen lonely times when i could not find a friend but i always thought that i d see you baby, one more time again, now thought i d see you one more time again there s just a few things coming my way this time around, now thought i d see you, thought i d see you, fire and rain, now"
Should I Stay or Should I Go,The Clash,1982,228,https://www.genius.com/The-Clash-Should-I-Stay-or-Should-I-Go-lyrics," oh!  hola! darling, you got to let me know should i stay, or should i go? if you say that you are mine i ll be here till the end of time so you got to let me know should i stay, or should i go? it s always tease, tease, tease you re happy when i m on my knees one day it s fine, and next it s black so if you want me off your back well, come on and let me know should i stay, or should i go? should i stay, or should i go now? should i stay, or should i go now? if i go, there will be trouble and if i stay, it will be double so come on and let me know this indecision s bugging me if you don t want me, set me free exactly whom i m supposed to be don t you know which clothes even fit me?  come on and let me know should i cool it, or should i blow?  split should i stay, or should i go now?  should i stay, or should i go now?  if i go, there will be trouble and if i stay, it will be double so ya gotta let me know should i cool it, or should i blow?  should i stay, or should i go now?  if i go, there will be trouble and if i stay, it will be double so ya gotta let me know should i stay, or should i go? "
Good Times,Chic,1979,229,https://www.genius.com/Chic-Good-Times-lyrics," good times these are the good times leave your cares behind these are the good times good times these are the good times our new state of mind these are the good times happy days are here again the time is right for makin  friends let s get together, how  bout a quarter to ten? come tomorrow, let s all do it again boys will be boys, better let them have their toys girls will be girls, cute ponytails and curls must put an end to this stress and strife i think i want to live the sporting life good times these are the good times leave your cares behind these are the good times good times these are the good times our new state of mind these are the good times a rumor has it that it s getting late time marches on, just can t wait the clock keeps turning, why hesitate? you silly fool; you can t change your fate let s cut the rug, a little jive and jitterbug we want the best, we won t settle for less don t be a drag; participate clams on the half shell, and roller skates, roller skates good times these are the good times leave your cares behind these are the good times good times these are the good times our new state of mind these are the good times good times a rumor has it that it s getting late time marches on, just can t wait the clock keeps turning, why hesitate? you silly fool; you can t change your fate let s cut the rug, a little jive and jitterbug we want the best, we won t settle for less don t be a drag; participate clams on the half shell, and roller skates, roller skates good times these are the good times leave your cares behind these are the good times good times these are the good times our new state of mind these are the good times good times these are the good times leave your cares behind these are the good times good times these are the good times our new state of mind these are the good times good times these are the good times leave your cares behind these are the good times good times"
Mannish Boy,Muddy Waters,1955,230,https://www.genius.com/Muddy-Waters-Mannish-Boy-lyrics," ooooooh, yeah ooh, yeah everything s gonna be alright this morning ooh yeah whoo! now when i was a young boy at the age of five my mother said i was gonna be the greatest man alive but now i m a man i m past twenty-one i want you to believe me baby i had lot s of fun i m a man i spell m a child nthat represents  man no b o child ythat means  mannish boy i m a man! i m a full grown man i m a man! i m a natural born lover s man i m a man! i m a rollin  stone i m a man i m a hoochie coochie man sittin  on the outside just me and my mate you know i m made the moon honey come up two hours late i m a man i spell m a child nthat represents  man no b o child ythat means  mannish boy i m a man i m a full grown man man! i m a natural born lover s man man! i m a rollin  stone man, i m a natural born lover s man i m a man i m a hoochie coochie man yeah, yeah, yeah yeah yeah the line i shoot and will never miss when i make love to a girl she can t resist i think i go down to old kansas too i m gonna bring back to second cousin that s little johnny cocheroo all you little girls sittin  out at that line i can make love to you, honey in five minutes time ain t that a man? i spell m a child nthat represents man no b o child ythat means  mannish boy man! i m a full grown man man! i m a natural born lover s man man! i m a rollin  stone i m a man i m a hoochie coochie man well, well, well, well..hurry hurry! "
Moondance,Van Morrison,1970,231,https://www.genius.com/Van-Morrison-Moondance-lyrics," well, it s a marvelous night for a moondance with the stars up above in your eyes a fantabulous  night to make romance neath the cover of october skies and all the leaves on the trees are falling to the sound of the breezes that blow and i m trying to please to the calling of your heartstrings that play soft and low you know the night s magic seems to whisper and hush you know the soft moonlight seems to shine in your blush can i just have one more moondance with you, my love? can i just make some more romance with you, my love? well, i want to make love to you tonight i can t wait  til the morning has come and i know now the time is just right and straight into my arms you will run and when you come my heart will be waiting to make sure that you re never alone there and then all my dreams will come true, dear there and then i will make you my own and every time i touch you, you just tremble inside then i know how much you want me that you can t hide can i just have one more moondance with you, my love? can i just make some more romance with you, my love? well, it s a marvelous night for a moondance with the stars up above in your eyes a fantabulous night to make romance neath the cover of october skies and all the leaves on the trees are falling to the sound of the breezes that blow and i m trying to please to the calling of your heartstrings that play soft and low you know the night s magic seems to whisper and hush you know the soft moonlight seems to shine in your blush can i just have one more moondance with you, my love? can i just make some more romance with you, my love?  one more moondance with you in the moonlight on a magic night la, la, la, la in the moonlight on a magic night can i just have one more moondance with you, my love? "
Just Like a Woman,Bob Dylan,1966,232,https://www.genius.com/Bob-Dylan-Just-Like-a-Woman-lyrics," nobody feels any pain tonight as i stand inside the rain everybody knows that baby s got new clothes but lately i see her ribbons and her bows have fallen from her curls she takes just like a woman, yeah she does she makes love just like a woman, yeah she does and she aches just like a woman but she breaks just like a little girl queen mary, she s my friend yes, i believe i ll go see her again nobody has to guess that baby can t be blessed til she finally sees that she s like all the rest with her fog, her amphetamine and her pearls she takes just like a woman, yes she makes love just like a woman, yeah she does and she aches just like a woman but she breaks just like a little girl yeah, it was raining from the first and i was dying there of thirst so i came in here and your long-time curse hurts but what s worse is this pain in here i can t stay in here ain t it clear that i just can t fit yes, i believe it s time for us to quit but when we meet again, introduced as friends please don t let on that you knew me when i was hungry and it was your world ah, you fake just like a woman, yes, you do you make love just like a woman, yes, you do then you ache just like a woman but ya  break just like a little girl"
Sexual Healing,Marvin Gaye,1982,233,https://www.genius.com/Marvin-Gaye-Sexual-Healing-lyrics," get up, get up, get up, get up wake up, wake up, wake up, wake up oh baby, now let s get down tonight ooh baby i m hot just like an oven i need some lovin  and baby, i can t hold it much longer it s getting stronger and stronger and when i get that feeling i want sexual healing sexual healing, oh baby makes me feel so fine helps to relieve my mind sexual healing, baby, is good for me sexual healing is something that s good for me whenever blue teardrops are falling and my emotional stability is leaving me there is something i can do i can get on the telephone and call you up, baby, and honey, i know you ll be there to relieve me the love you give to me will free me if you don t know the thing you re dealing oh, i can tell you, darling, that it s sexual healing let s make love tonight cause you do it right baby, i got sick this morning a sea was storming inside of me baby, i think i m capsizing the waves are rising and rising and when i get that feeling i want sexual healing sexual healing is good for me makes me feel so fine, it s such a rush helps to relieve the mind, and it s good for us sexual healing, baby, it s good for me sexual healing is something that s good for me and it s good for me, and it s so good to me my baby, ohhh come take control, just grab a hold of my body and mind, soon we ll be making it, honey oh, we re feeling fine you re my medicine, open up and let me in darling, you re so great i can t wait for you to operate i can t wait for you to operate when i get this feeling i need sexual healing oh, when i get this feeling i need sexual healing i gotta have sexual healing, darling  cause i m all alone i need sexual healing, darling  til you come back home please don t procrastinate it s not good to masturbate"
Only the Lonely,Roy Orbison,1960,234,https://www.genius.com/Roy-Orbison-Only-the-Lonely-lyrics, dum-dum-dum-dumdy-doo-wah ooh-yay-yay-yay-yeah oh-oh-oh-oh-wah only the lonely only the lonely only the lonely know the way i feel tonight only the lonely know this feeling ain t right and there goes my baby there goes my heart they re gone forever so far apart but only the lonely know why i cry only the lonely dum-dum-dum-dumdy-doo-wah ooh-yay-yay-yay-yeah oh-oh-oh-oh-wah only the lonely only the lonely only the lonely know the heartaches i ve been through only the lonely know i cry and cry for you and maybe tomorrow a new romance no more sorrow but that s the chance you gotta take if your lonely heart breaks only the lonely
We Gotta Get Out of This Place,The Animals,1965,235,https://www.genius.com/The-Animals-We-Gotta-Get-Out-of-This-Place-lyrics," in this dirty old part of the city where the sun refused to shine people tell me there ain t no use in tryin now my girl, you re so young and pretty and one thing i know is true you ll be dead before your time is due, i know watch my daddy in bed a-dyin watched his hair been turnin  grey he s been workin  and slavin  his life away oh, yes i know it and i ve been workin  too, baby every night and day yeah, yeah, yeah, yeah we gotta get outta this place if it s the last thing we ever do we gotta get outta this place cause girl, there s a better life for me and you now my girl, you re so young and pretty and one thing i know is true you ll be dead before your time is due, i know watch my daddy in bed a-dyin watched his hair been turnin  grey he s been workin  and slavin  his life away i know he s been workin  so hard  every day, baby whoa, ohhh...yeah, yeah, yeah, yeah we gotta get outta this place if it s the last thing we ever do we gotta get outta this place girl, there s a better life for me and you somewhere, baby somehow i know it, baby we gotta get outta this place if it s the last thing we ever do we gotta get outta this place girl, there s a better life for me and you believe me, baby i know it, baby you know it too"
Paper Planes,M.I.A.,2007,236,https://www.genius.com/MIA-Paper-Planes-lyrics," i fly like paper, get high like planes if you catch me at the border, i got visas in my name if you come around here, i make  em all day i get one done in a second if you wait i fly like paper, get high like planes if you catch me at the border, i got visas in my name if you come around here, i make  em all day i get one done in a second if you wait sometimes i think sittin  on trains every stop i get to i m clocking that game everyone s a winner, we re making our fame bona fide hustler making my name sometimes i think sittin  on trains every stop i get to i m clocking that game everyone s a winner, we re making our fame bona fide hustler making my name cause all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money pirate skulls and bones sticks and stones and weed and bongs running when we hit  em lethal poison for the system pirate skulls and bones sticks and stones and weed and bongs running when we hit  em lethal poison for the system no one on the corner has swagger like us hit me on my burner prepaid wireless we pack and deliver like u ps trucks already going hard, just pumping that gas no one on the corner has swagger like us hit me on my burner prepaid wireless we pack and deliver like u ps trucks already going hard, just pumping that gas  cause all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money m.i.a, third world democracy yeah, i ve got more records than the k gb so, uh, no funny business some some some i some i murder some i some i let go some some some i some i murder some i some i let go all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money all i wanna do is—, and a—and take your money"
I'll Feel a Whole Lot Better,The Byrds,1965,237,https://www.genius.com/The-Byrds-Ill-Feel-a-Whole-Lot-Better-lyrics," the reasons why, oh, i can t say i have to let you go, babe, and right away after what you did, i can t stay on and i ll probably feel a whole lot better when you re gone baby, for a long time, you had me believe that your love was all mine, and that s the way it would be but i didn t know, that you were putting me on and i ll probably feel a whole lot better when you re gone oh, when you re gone now i ve got to say that it s not like before and i m not gonna play your games anymore after what you did, i can t stay on and i ll probably feel a whole lot better when you re gone oh, when you re gone oh, when you re gone oh, when you re gone"
Everyday,Buddy Holly,1957,238,https://www.genius.com/Buddy-Holly-Everyday-lyrics," every day, it s a-getting closer going faster than a rollercoaster love like yours will surely come my way a-hey, a-hey-hey every day, it s a-getting faster everyone said,  go ahead and ask her, love like yours will surely come my way a-hey, a-hey-hey every day seems a little longer every way, love s a little stronger come what may do you ever long for true love from me every day, it s a-getting closer going faster than a rollercoaster love like yours will surely come my way a-hey, a-hey-hey every day seems a little longer every way, love s a little stronger come what may do you ever long for true love from me every day, it s a-getting closer going faster than a rollercoaster love like yours will surely come my way a-hey, a-hey-hey love like yours will surely come my way"
I've Got a Woman,Ray Charles,1954,239,https://www.genius.com/Ray-Charles-Ive-Got-a-Woman-lyrics," well i got a woman, way over town that s good to me, oh yeah say i got a woman, way over town good to me, oh yeah she give me money when i m in need yeah, she s a kind of friend indeed i got a woman, way over town that s good to me, oh yeah she saves her lovin , early in the mornin just for me, oh yeah she saves her lovin , early in the mornin just for me, oh yeah she saves her lovin , just for me aah, she love me, so tenderly i got a woman, way over town that s good to me, oh yeah she s there to love me both day and night never grumbles or fusses always treats me right never runnin  in the streets and leavin  me alone she knows a woman s place is right there, now, in her home i got a woman, way over town that s good to me, oh yeah say i got a woman, way over town that s good to me, oh yeah oh she s my baby, oh don t you understand yeah, and i m her lover man i got a woman, way over town that s good to me, oh yeah oh, don t you know she s all right oh, don t you know she s all right she s all right, she s all right whoa yeah, oh yeah, oh yeah"
Planet Rock,Afrika Bambaataa and Soulsonic Force,1982,240,https://www.genius.com/Afrika-Bambaataa-and-Soulsonic-Force-Planet-Rock-lyrics," party people party people can y all get funky? soulsonic force - can y all get funky? the zulu nation - can y all get funky? yaaah! just hit me just taste the funk and hit me just get on down and hit me bambaataa s gettin  so funky, now, hit me yaaah! just hit me it s time to chase your dreams up out ya seats, make your body sway socialize, get down, let your soul lead the way shake it now, go ladies, it s a livin  dream love, life, live! come play the game, our world is free do what you want but scream we know a place where the nights are hot it is a house of funk females and males both young and old, called the disco the d.j. plays your favorite blast takes you back to the past, music s magic hump pump funk and bump with some class, people rock rock to the planet rock, don t stop rock rock to the planet rock, don t stop the soulsonic force - mr. biggs, pow wow, and m.c. globe we emphasize to show, we got ego make this your night, just slip it right, and by day as the people say, live it up, shucks no work or play, our world is free be what you be - be rock rock to the planet rock, don t stop rock rock to the planet rock, don t stop you re in a place where the nights are hot where nature s children dance and say the chants on this mother earth, which is our rock the time has come, and work for soul, show you really got soul are you ready hump bump bump, get bump, now let s go, house twist and turn, the you let your body slide you got the body rock and pop, bounce and pounce everybody just rock it, don t stop it gotta rock it, don t stop keep tickin  and tockin , work it all around the clock everybody keep rockin  and clockin  and shockin  and rockin , go house everybody say, rock it, don t stop it!  well hit me, mr. biggs!  pow wow!  g-l-o-b-e the soul sonic force you gotta rock it, pop it, cause it s the century there is such a place that creates such a melody our world is but a land of a master jam, get up and dance it s time to chase your dreams up out your seats, make your body sway socialize, get down, let your soul lead the way shake it now, go ladies, it s a livin  dream love, life, live! zih zih zih zih zih everybody say, rock it, don t stop it everybody say, shockin  and clockin  everybody say, ichi ni san shi say, planet rock it s the sure shot say, planet rock it s the sure shot  so twist and turn, then you let your slide n  glide you got the body rock and pop, bounce and pounce so hit me just taste the funk and hit me just get on down and hit me bambaataa s gettin  so funky, now hit me every piece of the world rate the message of our words all men, women, boys, and girls, hey our planet rock is superb get on it you got the groove, move feel the groove - feel it do what ya want but ya know ya got to be cool and boogie out on the floor, go down bring it low close to the ground everybody just rock it, don t stop it, gotta rock it don t stop keep tickin  and tockin work it all around the clock everybody just rock it, don t stop it gotta rock it, don t stop gotta rock it, don t stop it gotta rock it, don t stop gotta rock it, don t stop it gotta rock it, don t stop it gotta rock it, don t stop it gotta rock it, don t stop gotta rock it, don t stop it gotta rock it, don t stop it gotta rock it, don t stop it gotta rock it, don t stop gotta rock it, don t stop it gotta rock it, don t stop it gotta rock it, don t stop it gotta rock it, don t stop! "
I Fall to Pieces,Patsy Cline,1961,241,https://www.genius.com/Patsy-Cline-I-Fall-to-Pieces-lyrics, i fall to pieces each time i see you again i fall to pieces how can i be just your friend? you want me to act like we ve never kissed you want me to forget pretend we ve never met and i ve tried and i ve tried but i haven t yet you walk by and i fall to pieces i fall to pieces each time someone speaks your name i fall to pieces time only adds to the flame you tell me to find someone else to love someone who ll love me too the way you used to do but each time i go out with someone new you walk by and i fall to pieces you walk by and i fall to pieces
Son of a Preacher Man,Dusty Springfield,1968,242,https://www.genius.com/Dusty-Springfield-Son-of-a-Preacher-Man-lyrics," billy-ray was a preacher s son and when his daddy would visit, he d come along when they gathered  round and started talkin that s when billy would take me walkin out through the back yard, we d go walkin then he d look into my eyes lord knows, to my surprise the only one who could ever reach me was the son of a preacher man the only boy who could ever teach me was the son of a preacher man yes, he was, he was ooh, yes, he was being good isn t always easy no matter how hard i try when he started sweet-talkin  to me he d come and tell me everything is alright he d kiss and tell me everything is alright can i get away again tonight? the only one who could ever reach me was the son of a preacher man the only boy who could ever teach me was the son of a preacher man yes, he was , he was  lord knows he was how well i remember the look that was in his eyes stealin  kisses from me on the sly takin  time to make time tellin  me that he s all mine learnin  from each other s knowin lookin  to see how much we ve grown and the only one who could ever reach me was the son of a preacher man the only boy who could ever teach me was the son of a preacher man yes, he was , he was oh, yes, he was he was the sweet-talkin  son of a preacher man i kissed the son of a preacher man the sweet-lovin  son of a preacher man was the son of a preacher man was the son of a preacher man"
The Wanderer,Dion,1961,243,https://www.genius.com/Dion-The-Wanderer-lyrics," oh well, i m the type of guy who will never settle down where pretty girls are, well you know that i m around i kiss  em and i love  em cause to me they re all the same i hug  em and i squeeze  em; they don t even know my name they call me the wanderer yeah, the wanderer i roam around, around, around oh well, there s flo on my left arm and there s mary on my right and janie is the girl well that i’ll be with tonight and when she asks me which one i love the best i tear open my shirt and i show her  rosie  on my chest cause i m the wanderer yeah, the wanderer i roam around, around, around oh well, i roam from town to town i go through life without a care and i m as happy as a clown i with my two fists of iron but i m going nowhere oh yeah, i’m the type of guy that likes to roam around i’m never in one place, i roam from town to town and when i find myself a-fallin  for some girl yeah, i hop right into that car of mine and drive around the world yeah i m the wanderer yeah, the wanderer i roam around, around, around oh yeah, i m the type of guy that likes to roam around i m never in one place, i roam from town to town and when i find myself a-fallin  for some girl i hop right into that car of mine and drive around the world yeah, cause i m a wanderer yeah, a wanderer i roam around, around, around, around, around, around cause i m a wanderer yeah, a wanderer i roam around, around, around, around, around, around, around cause i m a wanderer i m, a wanderer i roam around, around, around, around"
Stand!,Sly and the Family Stone,1969,244,https://www.genius.com/Sly-and-the-Family-Stone-Stand-lyrics," stand in the end, you ll still be you one that s done all the things you set out to do stand there s a cross for you to bear things to go through if you re going anywhere stand for the things you know are right it s the truth that the truth makes them so uptight stand all the things you want are real you have you to complete and there is no deal stand, stand , stand stand , stand , stand stand you ve been sitting much too long there s a permanent crease in your right and wrong stand there s a midget standing tall and the giant beside him about to fall stand , stand , stand stand , stand , stand stand they will try to make you crawl and they know what you re saying makes sense and all stand don t you know that you are free? well, at least in your mind if you want to be stand, stand stand, na-na-na-na-na-na-na-na, na-na stand, na-na-na-na-na-na-na-na, na-na stand, na-na-na-na-na-na-na-na, na-na stand, na-na-na-na-na-na-na-na, na-na stand, na-na-na-na-na-na-na-na, na-na"
Rocket Man,Elton John,1972,245,https://www.genius.com/Elton-John-Rocket-Man-lyrics," she packed my bags last night pre-flight zero hour 9 a.m.​​and i m gonna be high as a kite by then i miss the earth so much, i miss my wife it s lonely out in space on such a timeless flight and i think it s gonna be a long long time til touchdown brings me  round again to find i m not the man they think i am at home oh, no, no, no i m a rocket man rocket man burnin  out his fuse up here alone and i think it s gonna be a long long time til touchdown brings me  round again to find i m not the man they think i am at home oh, no, no, no i m a rocket man rocket man burnin  out his fuse up here alone mars ain t the kind of place to raise your kids in fact, it s cold as hell and there s no one there to raise them if ya did and all the science, i don t understand it s just my job five days a week a rocket man a rocket man and i think it s gonna be a long long time til touchdown brings me  round again to find i m not the man they think i am at home oh, no, no, no i m a rocket man rocket man burnin  out his fuse up here alone and i think it s gonna be a long long time til touchdown brings me  round again to find i m not the man they think i am at home oh, no, no, no i m a rocket man rocket man burnin  out his fuse up here alone and i think it s gonna be a long long time and i think it s gonna be a long long time and i think it s gonna be a long long time and i think it s gonna be a long long time and i think it s gonna be a long long time and i think it s gonna be a long long time and i think it s gonna be a long long time and i think it s gonna be a long long time and i think it s gonna be a long long time"
Love Shack,The B-52's,1989,246,https://www.genius.com/The-B-52s-Love-Shack-lyrics," if you see a faded sign at the side of the road that says“15 miles to the love shack”love shack, yeah, yeah i m heading down the atlanta highway looking for the love getaway headed for the love getaway i got me a car that s as big as a whale and we re heading on down to the love shack i got me a chrysler that seats about 20 so hurry up and bring your jukebox money the love shack is a little old place where we can get together love shack, baby love shack, baby, love shack love shack, baby, love shack love shack, baby, love shack love shack, baby, love shack sign says , “stay away, fools cause love rules at the love shack”well, it s set way back in the middle of a field just a funky old shack and i gotta get back glitter on the mattress glitter on the highway glitter on the front porch glitter on the highway the love shack is a little old place where we can get together love shack, baby love shack, that s where it s at love shack, that s where it s at hugging and a-kissing dancing and a-loving wearing next to nothing cause it s hot as an oven the whole shack shimmies yeah, the whole shack shimmies the whole shack shimmies when everybody s moving around and around and around and around everybody s moving, everybody s grooving, baby folks lining up outside just to get down everybody s moving, everybody s grooving, baby funky little shack funky little shack hop in my chrysler, it s as big as a whale, and it s about to set sail i got me a car, it seats about 20 so come on and bring your jukebox money the love shack is a little old place where we can get together love shack, baby love shack, baby, love shack love shack, baby, love shack love shack, baby, love shack love shack, baby, love shack bang, bang, bang on the door baby knock a little louder baby bang, bang, bang on the door baby i can t hear you bang, bang, bang on the door, baby knock a little louder, sugar bang, bang, bang on the door, baby i can t hear you bang, bang, bang on the door, baby bang, bang, bang on the door baby bang, bang bang, bang bang, bang bang, bang your what? tin roof, rusted love shack, baby, love shack love shack, baby, love shack love shack, baby, love shack love shack, baby, love shack hugging and a-kissing dancing and a-loving at the love shack"
